Tango Moments,tango,Z0999991899,,-
Tango morskie,tango,Z0999905707,Jan Ernst,Wiktor Budzyński
Tango mysterieux,tango,Z0999909132,Jacques Chanzol,
Tango negro,candombe,T0041924564,Juan Carlos Cáceres,Juan Carlos Cáceres
Tango negro,tango,T0350221496,Belisario de Jesús García de la Garza,Belisario de Jesús García de la Garza
Tango negro,,T0373715537,Julio De Caro,
Tango negro,milonga,Z0999914360,Vicente Demarco,Vicente Demarco
Tango No. 2,tango,Z0999909525,Astor Piazzolla,-
Tango Normand,tango,Z0999991900,,-
Tango Nostalgias,tango,T8014581795,Peter Ludwig,-
Tango nostálgico,,T0372641354,Osvaldo Larrea,Antonio Bartrina
Tango notturno,tango,T8001725685,,
Tango Notturno,tango,Z0999905708,Hans-Otto Borgmann,Seweryn Mendelson
Tango Notturno,tango,Z0999905709,Hans-Otto Borgmann,"Józef Lipski, Władysław Szlengel"
Tango Nuevo,tango,T8014581886,Peter Ludwig,-
Tango O321H,tango,Z0999991901,,-
Tango Obscur,tango,T8019632384,Peter Ludwig,-
Tango oriental,tango,Z0999913233,,Nelson Pilosof
Tango oriental,tango,Z0999991902,Elvino Vardaro,Cátulo Castillo
Tango otoñal,tango,T0370820511,Tito Francia,
Tango pampa,tango,Z0999909133,,
Tango para Ástor,tango,Z0999916426,,Raimundo Rosales
Tango para Carlos Gardel,tango,Z0999915880,,
Tango para Charrúa,tango,T0371397191,Eduardo Rovira,-
Tango para Ernesto,tango,T0371397237,Eduardo Rovira,-
Tango para fin de siglo,tango,T0418666995,Litto Nebbia,-
Tango para Guevara,tango,T0374133400,Pablo Bernaba,-
Tango para Juan Soldado,tango,T0370882704,Alfredo De Angelis,Conrado Nalé Roxlo
Tango para Troilo y Salgán,tango,Z0999991903,,-
Tango para un soldado,,T0371726678,Samuel Duga,Guillermo Celso Pardo
Tango para un soñador,,T0371641790,"Ernesto Baffa, Roberto Pérez Prechi",Oscar Nicolás Fresedo
Tango para un viaje,,T0371349391,César Ignacio Canaveri,
Tango para una ciudad,tango,T9007639067,Astor Piazzolla,-
Tango para una Ciudad,,Z0999909383,Astor Piazzolla,
Tango para una Ciudad,,Z0999909384,Astor Piazzolla,
Tango permanente,tango,Z0999916946,,Nelson Pilosof
Tango pod gazem,tango,Z0999905710,Zygmunt Białostocki,Andrzej Włast
Tango porteño,tango,T0370134976,Francisco Pracánico,Manuel Romero
Tango portugalskie,tango,Z0999905711,"Henryk Spritzer, Jerzy Gert",Zenon Friedwald
Tango pożegnania,tango,Z0999905712,,Władysław Szlengel
Tango pueblo,,T0372762269,Sebastián Piana,
Tango querido,tango,T0373213832,Daniel José Binelli,Horacio Arturo Ferrer
Tango rango,tango,Z0999991904,,-
Tango rapsodia,tango,T0370563908,Mariano Mores,-
Tango Remembrances,tango,Z0999909385,Astor Piazzolla,
Tango reo,tango,Z0999915943,,
Tango retango,tango,T0038372165,Juan Carlos Cáceres,Juan Carlos Cáceres
Tango se te nota tango,tango,Z0999915534,,
Tango seis,,T9007727379,Astor Piazzolla,
Tango sentimental,,T0370204424,Adolfo Ortiz,Juan De La Calle
Tango sepetlawe,tango,Z0999905713,Alfred Schütz,Zbigniew Lipczyński
Tango sicilien,tango,Z0999900195,,-
Tango sin letra,tango,T0370027987,Cátulo Castillo,Venancio Clauso
Tango solowja,tango,Z0999991905,,
Tango soñador,,T0370317999,Oscar de la Fuente,-
Tango Sonata,,Z0999991906,Paulina Fain,-
Tango square,,T7025074879,"Philippe Cohen-Solal, Christoph H. Müller, Eduardo Makaroff",-
Tango Suite: Allegro,,Z0999909386,Astor Piazzolla,
Tango Suite: Andante,,Z0999909387,Astor Piazzolla,
Tango Suite: Deciso,,Z0999909388,Astor Piazzolla,
Tango sulla Morte d'un Eroe,tango,Z0999991907,Richard Hunt,-
Tango tango,tango,T0030508010,Fernando Solanas,Fernando Solanas
Tango Taquin,tango,Z0999991908,,-
Tango te cambiaron la pinta,tango,T0370134998,Alberto Richard,Tabanillo
Tango Terrible,tango,Z0999991909,,-
Tango to Evora,tango,T0715214597,,-
Tango Tobago,,T8019227863,Hans Stockhold,-
Tango triste,tango,T0370246960,Aníbal Troilo,José María Contursi
Tango triste,tango,T0711097243,Roger Davidson,-
Tango Triste,tango,T8012198210,Peter Ludwig,-
Tango triste,tango,Z0999914867,,
Tango triste y querido,,Z0999918246,Francisco R. Canosa,
Tango tzigano,,T0370630537,"Enrique Cadícamo, José Durany",
Tango vagabondo,tango,T0050196127,Cesare Andrea Bixio,Bixio Cherubini
Tango varón,tango,T0373596101,Edgardo Acuña,Edgardo Acuña
Tango viejo,tango,T0370135004,Ernesto de la Cruz,Carlos de la Púa
Tango VII op. 26 Nr. 1,tango,Z0999991910,,-
Tango VIII op. 26 Nr. 2,tango,Z0999991911,,-
Tango villero,tango,Z0999909430,Karina Martinelli,-
Tango węgierskie,tango,Z0999905714,Wiktor Krupiński,Tadeusz Kończyc
Tango X op. 29 Nr. 1,tango,Z0999991912,,-
Tango XI op. 29 Nr. 2,tango,Z0999991913,,-
Tango XIV op. 33 Nr. 2,tango,Z0999991914,,-
Tango y copas,tango,T0370198596,Héctor María Artola,Carlos Bahr
Tango y después,tango,T0373697665,Liliana Vinelli,
Tango y mugre,tango,T0373948641,,Raimundo Rosales
Tango y rock,tango,Z0999918697,Ángel Varela,
Tango y turf,tango,Z0999900584,,
Tango y turf [selección],tango,Z0999915092,,
Tango Zero Hour,,Z0999909389,Astor Piazzolla,
Tango łyczakowskie,tango,Z0999905704,Leon Haber,"Chaskiel Springer, Zygmunt Springer"
Tango!,tango,Z0999916155,Carlos Lagos,
"Tango, blues y rocanrol",,Z0001176414,Mario Valdez,
"Tango, por vos",tango,Z0999915221,Fabián Russo,Fabián Russo
Tango-Anjuschka,tango,T8001566071,,
Tango-tango,tango,Z0999991915,Alejandro Fasanini,Alejandro Fasanini
Tangobiando,tango,Z0999918412,Osvaldo Requena,
Tangocrisis,,T0722248885,"Max Masri, Diego Sebastian Velazquez","Max Masri, Diego Sebastian Velazquez"
Tangodrome,,Z0002407874,,
Tangografía,,T0371972643,Osvaldo Larrea,
Tangolita,tango,T0373029801,Enrique Cadícamo,Enrique Cadícamo
Tangoloco,tango,T0373581919,Daniel Claudio García,-
Tangoloco Remix,tango,Z0999991916,Daniel Claudio García,Daniel Claudio García
Tangology,tango,T0370494055,Horacio Esteban Malvicino,-
Tangomanía,tango,T0373782990,Saúl Cosentino,-
Tangón,tango,T0370027976,Francisco Canaro,Ivo Pelay
Tangoneando,,Z0999991917,,-
Tangonia,tango,T0373631765,Gustavo Fedel,-
Tangor,tango,Z0999918569,,
Tangorama,,T0371026811,Jorge Dragone,-
Tangorama,tango,T7031464345,Rico Truxillo,-
Tangos en la alameda,,T0371633543,Osvaldo Larrea,
Tangos sensibles,,Z0001288868,Ariel Ascheri,Marta Pizzo
Tangos y toros,tango,T0370944390,"Tití Rossi, Héctor Varela",-
Tangosaín,tango,Z0999991918,,
Tangotango,,Z0999909628,Astor Piazzolla,Fernando Solanas
Tanguango,tango,Z0000085638,Astor Piazzolla,-
Tanguano,nuevo ritmo,Z0000054494,Francisco Canaro,Francisco Canaro
Tanguano,,Z0999909390,Astor Piazzolla,
Tanguano Tanguango,,Z0999909629,Astor Piazzolla,
Tangueando te quiero,tango,T0370302898,Carlos Di Sarli,Héctor Marcó
Tanguedia,,Z0999909391,Astor Piazzolla,
Tanguedia I,tango nuevo,T9007856180,Astor Piazzolla,-
Tanguedia II,tango nuevo,T0030499025,Astor Piazzolla,-
Tanguedia III,tango,T0030502670,Astor Piazzolla,-
Tanguera,tango,T0370358681,Mariano Mores,-
Tanguera I,tango,Z0999991919,Juan José Mosalini,-
"Tanguería, part 1",tango,Z0999909392,Astor Piazzolla,-
"Tanguería, part 2",tango,Z0999909393,Astor Piazzolla,-
"Tanguería, part 3",tango,Z0999909394,Astor Piazzolla,-
Tanguerisima,tango,T0372937115,,-
Tangueritos,tango,T0374218366,Héctor Dengis,
Tanguero de ley,tango,T0373332161,"Ernesto Franco, Celso Enrique Amato",-
Tanguero nuevo,tango,Z0999914135,Teddy Peiró,Teddy Peiró
Tangueros del 900,,Z0000215597,Donato Racciatti,
Tanguisimo,tango,T0030170310,Astor Piazzolla,
Tanguistoria,tango,T0370965459,Armando Pontier,Federico Silva
Tanguito de almendra,tango,T0372181822,Alejandro Gabriel Del Prado,Alejandro Gabriel Del Prado
Tanguito de canto y calle,tango,T0372585777,,Héctor Negro
Tanguito de la Boite,tango,T0372936134,Litto Nebbia,-
Tanguito de Laura,tango,T0373776170,Mony López,Alejandro Szwarcman
Tanguito de nueva ola,,T0370965460,"Orestes Cúfaro, Rafael Rossi",Andrés Chinarro
Tanguito del parado,tango,T0372645367,Marcelo Raigal,Héctor Negro
Tanguito del sur,,T0374188552,Esteban Morgado,-
Tanguito para Lala,tango,Z0999917001,Sergio Zabala,José Arenas
Tanguito por la que camina,tango,T0372697147,Marcelo Raigal,Héctor Negro
Tanguito por la que camina bailando,tango,Z0999917196,Marcelo Raigal,Héctor Negro
Tangwerk,,T0426167932,Miguel Di Genova,
Tanita de la proa,tango,T0370028026,Salvador Merico,Vicente Martínez Cuitiño
Tanjuango,tango,T0373766778,Néstor Marconi,-
Tankas,,T0371601830,,Jorge Luis Borges
Tankas,,Z0999991920,,Jorge Luis Borges
Tano viejo,tango,Z0999901401,,
Tano!,tango,T7031459244,Eduardo Walter Stubbs,
Tanta ida y tanta vuelta,milonga,Z0999917636,Osvaldo Avena,
Tantango,poema,T8012661518,,
Tantas preguntas,tango,Z0999917466,,
Tanti anni prima,tango,Z0999909395,Astor Piazzolla,-
Tanto,tango,T0370061269,Elías Randal,Carlos Bahr
Tanto amor sin usar,,T0371155188,Armando Pontier,Federico Silva
Tapera,tango,Z0000077373,Hugo Gutiérrez,Homero Manzi
Tapete verde,,Z0999991921,Lorenzo Olivari,
Tapia medianera,vals,T0370786814,Polo Giménez,Margarita Durán
Tapial,tango,T0372816619,Ismael Spitalnik,Héctor Negro
Taplala,tango,T0371461527,Eduardo Rovira,-
"Taponazo / Che, Ferreyra",tango,T0420342546,Armando Tagini,Venancio Clauso
Taquito,tango,Z0999901450,Eduardo Arolas,
Taquito militar,milonga,T0370284200,Mariano Mores,-
Taquito militar,milonga,Z0999911912,Mariano Mores,Dante Gilardoni
Tarareando,tango,Z0000059065,Juan José Guichandut,Oscar Rubens
Taras Bulba,,T0370944447,Mario Valdez,
Tarasca solo,tango,Z0999900438,José Pedro de Grandis,
Tarde,tango,T0370261861,José Canet,José Canet
Tarde azul,bolero,Z0999912776,,
Tarde azul,vals,Z0999916132,"Alfonso Casini, Filinto Rebechi",Gabino Coria Peñaloza
Tarde de barrio,tango,Z0999918931,Alejandro Junnissi,
Tarde de julio,tango,Z0001252002,Walter Ríos,Litto Nebbia
Tarde de lluvia,habanera,Z0999901402,,Virgilio San Clemente
Tarde gris,tango,T0370159060,Juan Bautista Guido,Luis Rubistein
Tarde sola,tango,T0370890008,Osvaldo Avena,Héctor Negro
Tarde triste,tango,Z0999918834,,
Tardecita campera,vals,Z0999901460,,
Tardecita gris,tango,Z0999900825,Ciriaco Ortiz,
Tardecita pampeana,,T0046871457,Astor Piazzolla,
Tardecitas estuleras,milonga,T0370350723,Héctor Marcó,Héctor Marcó
Tardes de Palermo,tango,T0370284222,"Dalmiro Oscar Vitola, Bartolomé Mas",
Tardes porteñas,,T0370135162,Miguel Bonano,Alfredo Bigeschi
Tardes provincianas,vals,Z0002390621,Avelino Flores Nini,-
Tarjeta postal,vals,T0371102792,Sebastián Piana,
Tartaria,,T0370944481,Mario Valdez,
Taruchito,tango,Z0999912504,Ricardo Malerba,-
Tarzán Carrizo,tango,T0370630617,Leopoldo Díaz Vélez,
Tata llevame p'al centro,tango,T0370135220,Félix Scolati Almeyda,Enrique Maroni
Tata llevame pa'l centro,tango,Z0999912777,Félix Scolati Almeyda,Enrique Maroni
Tata no quiere,milonga,T0370056851,René Ruiz,Gualberto Márquez
Tata viejo,tango,Z0999900196,R. Arancibia Rodríguez,
"Tata, me quiero casar",ranchera,Z0999900826,José Mocciola,Francisco Laino
Tate Mame,tango,Z0999991922,,
Tatiana,tango,Z0999905715,Aleksander Jaszczyński,Edward M. Merlis
Tatita,,T0373791242,Rosita Melo,
Tatita,tango,Z0999902041,Francisco Pracánico,-
Tatjana,tango,Z0999991923,,
Tatuaje,tango,Z0999915121,Marcela Bublik,
Tatuaje,tango,Z0999917248,Fabián Russo,
Tatuaje,,Z0999991924,,
Taura y bacán,tango,Z0999902024,Samuel Castriota,
Taxi libre,tango,T0370997151,,
Taxi mío,tango,T0371153342,Carlos Rodolfo Taboada,Rodolfo M. Taboada
Taxi!,milonga,Z0999991925,Carel Kraayenhof,
Taxi-verso,poema lunfardo,Z0999913208,,
Taximetrista,,Z0000583691,,
Te acompaño el sentimiento,tango,T0464008238,Juan Baüer (Firpito),
Te aconsejo que me olvides,tango,T0370028071,Pedro Maffia,Jorge Curi
Te acordaras,tango,Z0999901038,"Alfonso Gagliano, Pedro Gagliano",
Te acordaras de mi,tango,Z0999901403,Victor Troysi,
Te acordás,zamba,T0370047587,"Carlos Gardel, José Razzano","Carlos Gardel, José Razzano"
Te acordás aquella noche?,tango,Z0999900439,,
Te acordás de aquellos tiempos?,,Z0999991926,Aguariguay,Aguariguay
Te acordás Rafaela,tango,Z0999901771,Samuel Castriota,Alberto Vacarezza
Te acordás reo,tango,Z0999914855,Emilio Augusto Oscar Fresedo,Emilio Augusto Oscar Fresedo
Te acordás?,vals,Z0999916107,Mateo Villalba,
Te acuerdas mamita,tango,Z0999901404,,
Te agradezco los consejos,tango,T0370448273,Rodolfo P. Mansilla,"Rodolfo P. Mansilla, Victor Lamanna"
Te agradezco los consejos,,Z0999991927,,Abel Aznar
Te amé en París,,T0370446891,,"Enrique Cadícamo, José Durany"
Te amo,vals,Z0999900827,,
Te amo con delirio,tango,Z0999917133,Modesto Ocampo,-
Te amo en silencio,vals,Z0999918588,Diego Centeno,
Te amo todavía,tango,T0373362492,Héctor Dengis,
Te amo y serás mía,tango,T0370146998,Alfredo Marengo,José A. Zatzkin
Te armaras,tango,Z0999900828,,
Te burlas tristeza,tango,T0370487845,Edmundo Baya,Julio César Curi
Te buscan,tango,T0370656759,Antonio Nevoso,Ernesto Cardenal
Te busco,tango,T0370172885,Edgardo Donato,Héctor Marcó
Te busque por todas partes,,Z0999991928,Antonio Buglione,
Te camino Buenos Aires,tango,Z0999918985,Emi Neri Díaz,
Te canto colectivero,,T0371095601,Sebastián Piana,
Te conozco mascarita,tango,Z0999901405,Edgardo Donato,Román Machado
Te creía como todas,tango,T0370420873,"Tití Rossi, Ángel Cabral",Alfredo Dalton
Te das cuenta,tango,Z0999915201,,-
Te das cuenta...?,,T0371105597,José Colángelo,-
Te dejo un gran silencio,tango,T0371477369,Lalo Benítez,Ernesto Pierro
Te desafío,,T0370528918,Abel Aznar,Abel Aznar
Te destruiré,,T0372888135,,Oscar Vázquez
"Te dije mamá, te dije!",milonga,Z0999917155,Graciela Pesce,Graciela Pesce
Te doy lo que tengo,tango,T0370056862,Antonio Scatasso,Pascual Contursi
Te doy un beso y me voy,,T0370997264,Manuel Sucher,Abel Aznar
Te engrupieron,tango,Z0999900440,,
Te esperaré,vals,Z0999991929,,
Te espero amor,tango,T0370854913,Felix A. Blanco,Julio Camilloni
Te espero en Rodríguez Peña,tango,T0370231041,Héctor Varela,Carlos Waiss
Te estaba esperando,tango,T0370386121,Roberto Giménez,Roberto Giménez
Te estoy agradecido,vals,T0371138918,Jorge Moreira,Jorge Moreira
Te estoy diciendo adiós,tango,T0374247183,,
Te felicito,tango,Z0999900829,,
Te fuiste,tango,Z0999900197,,
Te fuiste,tango,Z0999900198,,
Te fuiste a cantar al cielo,poema evocativo,Z0999911323,,
Te fuiste hermano,tango,T0370078695,Nicolás Alberto Tavarozzi,Eugenio Cárdenas
Te fuiste? ja ja,tango,Z0000018251,Gerardo Matos Rodríguez,Juan Bautista Abad Reyes
Te fuistes,tango,Z0999991930,,-
Te gané de mano,tango,T0370028093,Edgardo Donato,Juan Bautista Abad Reyes
Te has comprado un automóvil,tango,Z0000043998,Antonio Tanturi,
Te has ido,,Z0999991931,Raúl Joaquín de los Hoyos,Luis Bayon Herrera
Te he querido y te querré,,T0372187013,Osvaldo Larrea,
"Te juro, madre mía",tango,T0370147128,Juan Luis Marini,José Sassone
Te la debo,tango,Z0999916753,Güerino Filipotto,-
Te largaste a rodar,tango,Z0999900830,Ernesto Di Cicco,
Te llama mi violín,tango,T0370193444,Elvino Vardaro,Cátulo Castillo
Te llaman cicuta,tango,T0371296295,Jorge Dragone,
Te llaman malevo,tango,T0370420884,Aníbal Troilo,Homero Expósito
Te llaman Soledad,tango,T0372508683,Eladia Blázquez,Eladia Blázquez
Te llamaremos bandoneón,tango,Z0999915546,Oscar Pometti,Alejandro Szwarcman
Te llamás amigo,tango,Z0999918817,Francisco Lauro,
"Te llamé, champán",,T0371666066,"Abel Fontán, Leopoldo Díaz Vélez","Abel Fontán, Leopoldo Díaz Vélez"
Te llegó tu San Martín,tango,T0370147140,Juan Canaro,Nolo López
Te llora mi violín,tango,Z0999916708,,-
Te lloran mis ojos,tango,T0370028140,Alfredo Malerba,Homero Manzi
Te lo digo en serio,tango,Z0999901039,,
Te lo digo por tu bien,tango,T0371072988,Oscar 'Cacho' Valles,Oscar 'Cacho' Valles
Te lo digo por tu bien,tango,Z0999913127,,
Te lo juro,vals,T0373996349,"Juan Carlos Cambón, Héctor Remualdo Demattei",-
Te lo juro,tango,Z0999901943,,
Te lo juro yo,paso doble,T0410011129,Manuel López-Quiroga Miquel,Rafael de León
Te necesito igual,,T0371214764,,Abel Aznar
Te necesito tanto,tango,T0370387077,Edmundo Baya,Carlos Bahr
Te nombro sin llorar,tango,Z0999916599,Osvaldo Monteleone,Carlos Rossi
Te odio,tango,Z0000003222,Francisco Pracánico,Celedonio Flores
Te odio y te quiero,tango,T0370328509,Enrique Carmelo Alessio,Reinaldo Yiso
Te olvidé,,Z0000169043,Osvaldo Larrea,
Te perdono,tango,Z0999916761,"Julio De Caro, Ángel Maffia",Celedonio Flores
Te pintaste los ojos,tango,Z0999900199,Osvaldo Fresedo,
Te podés acomodar,tango,Z0999914470,Enrique Rodríguez,Enrique Cadícamo
Te pregunto,tango,T0370674171,Miguel Caló,Ángel Gatti
Te presentí,bolero,Z0000133062,"Raúl Miguel Garello, Ernesto Baffa",Rubén Nestor Garello
Te puede ocurrir,,T0372546809,Carlos Lucero,Carlos Lucero
Te puede sorprender mi […],,T0371694766,,Carlos Lucero
Te quedarás en mi vida,tango,T0370831518,Juan Carlos Bera,Abel Aznar
Te quedas pa vestir santos,tango,T0370172909,Mercedes Simone,
Te quiero,tango,T0370028264,Francisco Canaro,Francisco Canaro
Te quiero,fox trot,T0370028275,Francisco Lomuto,Francisco Lomuto
Te quiero,paso doble,Z0999900831,Rafael de León,
Te quiero,,Z0999991932,Francisco Canaro,Juan Andrés Caruso
Te quiero,poema,Z0999991933,,
Te quiero como te quiero,tango,T0370261907,Gabriel Clausi,José Rótulo
Te quiero con locura,,Z0000018254,Armando Tagini,Armando Tagini
Te quiero contar,,Z0999991934,Victor D'Amario,
Te quiero dijiste,bolero,T0701781352,María Grever,María Grever
Te quiero locamente,tango,T0370397708,José Márquez,Roberto Ernesto Durán
Te quiero más,tango,T0370291181,,
Te quiero más,zamba,Z0999901040,,
Te quiero más,tango,Z0999912905,Pascual 'Cholo' Mamone,
Te quiero mucho,tango,Z0999912795,Lorenzo Logatti,-
Te quiero mucho más,vals,T0370085190,Antonio Sureda,Gerónimo Sureda
Te quiero olvidar,tango,Z0999900506,Julia Ferro,
Te quiero por buena,tango,Z0000127450,"Floreal Ruíz, Roberto Rufino",Carlos Antonio Russo
Te quiero porque sos reo,tango,Z0999901041,,Juan Miguel Velich
Te quiero siempre igual,vals,Z0999991935,,
Te quiero te adoro,vals,Z0999901042,,
Te quiero te quiero,,Z0999991936,,Rafael de León
Te quiero todavía,tango,T0370028286,José Ranieri Virdo,Mario Gomila
"Te quiero ver, escopeta",tango,T0370028253,Enrique Rodríguez,Alfredo Bigeschi
"Te quiero, che",milonga,T0371104787,Astor Piazzolla,Horacio Arturo Ferrer
"Te quiero, Trinidad",,T0373935137,,Martina Iñiguez
Te reto a ser mi amante,,T8007553552,Andreas Franzl,-
Te seguiré queriendo,tango,T0450244184,Omar Arriagada,Omar Arriagada
Te siento así,tango,Z0000169047,Héctor Stamponi,
Te sigo esperando,bolero,T0410083189,,
Te Sol,tango,Z0999991937,,-
Te tengo fe,tango,Z0001339044,Lilian Papasso,Lilian Papasso
Te tengo que dejar,tango,Z0000152357,Juan Carlos Bera,Jorge Vilela
Te tengo que olvidar,,T0370070475,Alberto Marino,Fratan de Vergall
Te tira la milonga,,T0464658410,Horacio Susena,Horacio Susena
Te traigo mi canción,,T0372531877,,
Te tuve que perder,tango,T0370786927,Héctor Varela,Carlos Waiss
Te vas a arrepentir,tango,Z0999901406,,
Te vas en pinta,tango,Z0999901043,Ángel Maffia,
Te vas milonga,milonga,T0370028344,Abel Fleury,Fernando Cesar Ochoa
Te vas te vas de mi lado,tango,Z0999900832,Andrés Domenech,
Te venís con todo,tango,T0370522910,Enrique Rodríguez,Héctor Ferreyra Cadícamo
Te vi llegar,,T0370169928,"Roberto Caló, Juan Caló",José Maria Suñe
Te vi llorar,tango,T0370028333,Roberto Firpo,
Te vi llorar,tango,Z0999900200,Luis Rubistein,
Te vi muy triste,tango,Z0999902122,Pippo Racho,
Te vi partir,vals,T0370028322,"Fidel Pintos, Oscar Rubens","Fidel Pintos, Oscar Rubens"
"Te vi, linda sanjuanina",zamba,Z0999991938,"Carlos Gardel, José Razzano",
Te voy a escribir un tango,tango,Z0999914128,Teddy Peiró,
Te-go-bi,tango,Z0999901944,,
Teatro español,,T0370094000,,Bernardino Iadarola
Tebja sdjes net,tango,Z0999991939,,
Techito rojo,tango,Z0999915220,Fabián Russo,Fabián Russo
Tecleando,tango,Z0000087457,Carlos Figari,-
Tedio,tango,T0370228708,Miguel Bucino,Miguel Bucino
Teen age crush,,Z0000582142,Enrique Cadícamo,
Tehuana,,Z0999901992,,
Tej nocy czekam na ciebie,tango,Z0999905716,Tadeusz Kwieciński,Jerzy Ryba
Telaraña,,T0370441103,"Manuel Toranzo, Rafael Iriarte",Enrique Cadícamo
Telarañas,tango,Z0000003358,Andrés Domenech,Jesús Fernández Blanco
Telarañas,tango,Z0999902021,,
Telegrama,,Z0000339600,María Elena Walsh,María Elena Walsh
Telón,tango,T0370028117,Lucio Demare,Homero Manzi
Tema concertante,,T0371337608,Orlando Tripodi,
Tema de arlequin,,T0373575279,Raúl Miguel Garello,-
Tema de María,tango,T0371105440,Astor Piazzolla,Horacio Arturo Ferrer
Tema de tango en Re menor,tango,Z0999914778,Alberto Caracciolo,-
Tema de Walt Whitman,,T0371452048,María José Demare,María José Demare
"Tema di Grazia, part 1",tango,Z0999909396,Astor Piazzolla,-
"Tema di Grazia, part 2",tango,Z0999909397,Astor Piazzolla,-
"Tema di Grazia, part 3",tango,Z0999909398,Astor Piazzolla,-
"Tema di Grazia, part 4",tango,Z0999909399,Astor Piazzolla,-
"Tema di Grazia, part 5",tango,Z0999909400,Astor Piazzolla,-
"Tema di Grazia, part 6",tango,Z0999909401,Astor Piazzolla,-
Tema en Fa,tango,T0370377131,José Márquez,-
Tema olvidado,,T0371514338,Dante Amicarelli,-
Tema otoñal,tango,T0370400626,Enrique Francini,-
Tema para un hombre solo,tango,T0370997479,Eduardo Rovira,-
Temas de carnaval,tango,Z0999900585,,
Temas de carnaval [selección],tango,Z0999915093,,
Temblando,vals criollo,T0370028151,Alberto Hilarion Acuña,Gualberto Márquez
Temblando el adiós,tango,T0371590043,Donato Racciatti,Federico Silva
Temblor,,Z0000175292,Acho Manzi,
Temo,vals,T0370078753,Aguariguay,Atilio Galvez
Temor,tango,T0370028162,"Miguel Nijensohn, Pedro Pandolfi",Carlos Marín
Temperley,,T0373172769,Carlos Enrique Moscardini,
Tempito,,T0373301655,Juan D'Argenton,-
Temporal,tango,Z0999909134,,
Temprano te fuiste,,T0370883058,,
Temps variable,tango,Z0999991940,,-
Ten little soldiers,fox trot,T0701784011,Abner Silver,"Kay Werner, Sue Werner"
Ten ostatni raz,tango,Z0999905717,Juan de Dios Filiberto,Andrzej Włast
Tendrá,vals,Z0999991941,"Carlos Gardel, José Razzano","Carlos Gardel, José Razzano"
Tendrás la culpa,tango,T0373203269,"Ernesto Di Cicco, Domingo D'Angelo",Francisco García Jiménez
Tendras que laburar,tango,T0370147208,Juan Félix Maglio,José Perrusine Fernández
Tendrás que llorar,vals,T0370078719,Cristino Tapia,Cristino Tapia
Tendrás que llorar conmigo,tango,Z0999902022,Juan Culiersi,
Tendras un altar,canción,Z0999912674,Antonio Polito,Ivan Diez
Tendremos amor,,T0371146176,,Abel Fontán
Tenemos que abrirnos,tango,T0370078720,Alberto Hilarion Acuña,Agustín Irusta
Tenés los ojos tristes,tango,Z0999918949,,
Tenés servido el té!,balada,T0371088388,Héctor Stamponi,Cátulo Castillo
Tenés veinte años,,T0370242651,Enrique Cadícamo,
Tenez-vous bien,arreglo en tango,T9007620873,Salvatore Adamo,Salvatore Adamo
Tenga a mano,,Z0999991942,Francisco Laino,
Tenga el bien de circular,milonga,Z0999991943,Adolfo Vedani,Adolfo Vedani
Tengo,tango,T0370583440,Roberto Pérez Prechi,Eugenio Majul
Tengo,,Z0999991944,Armando Manzanero Canché,Armando Manzanero Canché
Tengo,,Z0999991945,Luis Stazo,Federico Silva
Tengo apuro,tango,Z0999902023,Antonio Scatasso,
Tengo calle,tango,T0371723124,Silvio Edgardo Pucci,-
Tengo celos nada más,tango,Z0000074368,Raúl Cuello Rodríguez,Horacio Sanguinetti
Tengo cuidado,tango,Z0999991946,,-
Tengo en La Habana un amor,,T0370028219,Alberto Mastra,
Tengo fé,,Z0999902144,Rodolfo Sciammarella,
Tengo flor y no la niego,ranchera,T0370028208,José Pollicita,Alfredo Bigeschi
Tengo ganas de llorar,tango,T0370378123,"Bachicha, Juan Raggi",
Tengo miedo,tango,T0370028173,José María Aguilar,Celedonio Flores
Tengo miedo,tango,Z0000007712,,Daniel Moreno Saavedra
Tengo miedo de olvidarme,tango,T0037149237,Juan Carlos Cáceres,Juan Carlos Cáceres
Tengo miedo de tu olvido,,Z0999991947,Ataliva Montenegro,Rafael José Velich
Tengo mil novias,vals,T0370028220,Enrique Rodríguez,Enrique Cadícamo
Tengo que verte mañana,arreglo en tango,T0370855029,"Alfredo De Angelis, Isabel de Angelis",Pedro Gregorio Gallelli
Tengo un amigo,tango,T0370323311,Arturo Gallucci,Julio Camilloni
Tengo un candombe para Gardel,candombe,T0464757661,Rubén Rada,-
Tengo un tango,tango,T8021751134,Juan María Solare,-
Tengo un tango,milonga,Z0999916715,Héctor Dengis,
Tenía que suceder,tango,T0370358749,Arturo Gallucci,Julio Camilloni
Tenía trenzas negras,tango,T0370231052,,Carlos Lucero
Tenía un corazón,tango,T0372390414,Jorge Dragone,Ángel Di Rosa
Tentadora,milonga,T0370409758,Jorge Dragone,Carlos Antonio Russo
Tentadora,tango,Z0999901945,,
Teodoro Meurzet,,Z0001015772,Carlos Andreoli,
Teofilo Chantré,rumba,Z0999991948,,
"Tereré, tereré",,T0372187228,Luis Conti,Oscar Vázquez
"Teresa, poné la mesa",,T0370169917,"Antonio D'Alessandro, Nicolás D'Alessandro",Alfredo Bigeschi
Teresita,vals,T0370028297,Juan Carabillo,Armando Acquarone
Terminemos de una vez,vals,Z0999916198,Tití Rossi,
Ternura,,Z0000588613,,
